
1000 	  0.00262757
2000 	  0.00988708
3000  0.022101
4000  0.03958
5000  0.061487
6000  0.087545
7000  0.119015
8000  0.15565
9000  0.198281
10000  0.243808
11000  0.295881
12000  0.351218
13000  0.41296
14000  0.477647
15000  0.558161
16000  0.628378
17000  0.706317
18000  0.798014
19000  0.883091
20000  0.978653
21000  1.08933
22000  1.18757
23000  1.29516
24000  1.41024
25000  1.53129
