1000 0.00146965
2000 0.00540337
3000 0.012246
4000 0.021857
5000 0.033978
6000 0.048972
7000 0.065604
8000 0.085406
9000 0.108106
10000 0.133152
11000 0.160211
12000 0.189744
13000 0.223452
14000 0.258524
15000 0.295088
16000 0.33748
17000 0.37864
18000 0.426695
19000 0.476603
20000 0.528334
21000 0.582423
22000 0.646925
23000 0.69357
24000 0.752397
25000 0.820279
