
1000 	  0.00022471
2000 	  0.000509159
3000 	  0.000956685
4000 	  0.00109254
5000 	  0.00154249
6000 	  0.00205731
7000 	  0.00196719
8000 	  0.00242298
9000 	  0.00287169
10000 	  0.00329314
11000  0.003829
12000  0.004369
13000  0.003989
14000  0.004278
15000  0.004743
16000  0.005097
17000  0.005548
18000  0.006182
19000  0.006647
20000  0.007024
21000  0.007573
22000  0.00817
23000  0.011889
24000  0.009352
25000  0.011288
