
1000	0.001242
2000	0.005147
3000	0.012807
4000	0.020767
5000	0.024215
6000	0.034137
7000	0.046124
8000	0.059695
9000	0.074662
10000	0.092759
11000	0.11217
12000	0.13501
13000	0.157762
14000	0.182619
15000	0.208906
16000	0.239027
17000	0.266649
18000	0.301845
19000	0.334605
20000	0.368961
21000	0.407094
22000	0.448405
23000	0.491561
24000	0.537183
25000	0.586868
