1000 0.007191
2000 0.016591
3000 0.013373
4000 0.018308
5000 0.027142
6000 0.038888
7000 0.050754
8000 0.070544
9000 0.085773
10000 0.105822
11000 0.129135
12000 0.153725
13000 0.178786
14000 0.206976
15000 0.236186
16000 0.270458
17000 0.307249
18000 0.34197
19000 0.380368
20000 0.423442
21000 0.462617
22000 0.508855
23000 0.55769
24000 0.60885
25000 0.666086
