100 0.00841
200 0.048632
300 0.151407
400 0.344184
500 0.668258
600 1.14371
700 1.81111
800 2.70259
900 3.85016
1000 5.27001
1100 7.05201
1200 9.11739
1300 11.6528
1400 14.4995
1500 18.0514
1600 21.6171
1700 26.1037
1800 30.8461
1900 36.495
2000 42.1877
2100 49.1322
2200 57.2091
2300 64.572
2400 73.712
2500 82.6609
